art,t,bpm,g,ln,s
"Hirasawa Yui (CV: Toyosaki Aki), Hirasawa Ui (CV: Yonezawa Madoka)",Amefuri,74.5,6,3,1154158
Type-Moon,Maiden,100,2,5,8768
Type-Moon,New Dawn,100,2,5,14772
Tonight Alive,Little Lion Man,260,4,2,451311
ChouCho,Orange Iro (TV Size),90,3,3,904087
AN CAFE,The Hero Without A Name (TV Size),156,3,3,14753
The Flashbulb,It Never Ends,145,10,5,973171
DJ Okawari,Luv Letter,95,6,5,17007
Hatsune Miku,True My Heart,135,5,3,4220
Vandera,Solving Secrets,171,10,5,83286
Jin ft. LiSA,Yuukei Yesterday,129,3,3,178291
KYOKO,Kaze no Legendz (TV Size),127,3,3,867740
Shindig,Rabbit Onesie,153,10,5,760827
Various Artists,Mo Tian Lun De Yan Lei,110,5,4,816189
Yuuka,Girls' Carnival,236,2,3,827286
Yumeko,Ayano no Koufuku Riron,86,5,3,1251390
r300k & Mhz (Curium),G.O.A,144,2,5,18131
Kalafina,Kagayaku Sora no Shijima ni wa (TV Size),132,3,3,19854
Shoji Meguro,Quest Battle,160,2,5,29720
Various Artists,Osoroshii Yashiki,104,2,5,503991
Nomiya Ayumi,colourful,120,3,3,5651
QLOCKS,BLUE,124,2,5,26101
TO-MAS feat. Chima,FLIP FLAP FLIP FLAP,117,3,3,527811
LOBODA,Sluchaynaya,125,5,12,883024
Hanatan,Savior of Cross,176,5,3,1900379
Pixel,On to Grasstown,166.65,2,5,13733
Touen Nina,Yuki no Elfin Lied,162,5,3,1506327
Tiara feat. WISE,Toki wo Tomete,95,5,3,64633
ririco,Kawaiku Naritai (feat. sana),110,5,3,1342061
Shoji Meguro,Reach Out to the Truth (Instrumental),170,2,5,14458
Marina and the Diamonds,Teen Idle,122,5,2,1784342
Miranda!,Navidad,123,5,10,1888524
Kuribayashi Minami,Beautiful Soldier (TV Size),78,3,3,1781108
Junky x Hiiragi Yuka,Happy Halloween,120,5,3,327810
Tommy heavenly6,I LOVE XMAS,176,5,3,392040
Pomexgranate.,Utopia,100,2,14,1051072
SENTIVE,Don't Lose Luck (TV Size),130,2,3,33468
Poppin Zhe Xun,Tori no Uta (Poppin Ver.),100.03,2,5,18581
Rocco La Bete,Shitty Christmas,190,5,2,70023
Yu-Peng Chen @HOYO-MiX,Moonlike Smile,89,2,5,1552230
Laur,Metamorphose,160,2,3,1823749
Yonezu Kenshi,orion (TV Size),104,3,3,870741
Gumi,Hitorijime,108,3,3,64334
Buono!,Minna Daisuki (TV Size),177,3,3,52504
"Chuck Lorre, Dennis Brown",Teenage Mutant Ninja Turtles,185.65,7,2,1157
Flo Rida ft. Wynter,Sugar,130,9,2,8741
Atsuko Asahi & Manaka Kataoka,Gozen 9-ji,100,2,5,469690
SoulEye,Positive force,140,2,5,12952
Fumie Akiyoshi,Together,137,3,3,5622
Est,Sakura,140,2,5,6774
mokona x Yosuke,Tsugai Kogarashi,128,13,3,822996
Girls Dead Monster,Crow Song (Full ver),174,3,3,15242
Meguro Shoji feat. Lyn,Rivers In the Desert,130,2,2,1130289
Masuda Junichi,Hanada City,127,2,5,1964612
Ceui,Stardust Melodia (TV Size),105,3,3,56272
siqlo,parsley,180,10,5,1269430
Hensonn,Sahara,115,9,2,1943347
Hudson Soft,Black Fortress,153.1,2,5,6941
SENTIVE,Mushi Kago,122,2,5,71476
Milky Holmes,Party Party! (TV Size),200,3,3,100930
AOA,Heart Attack,126,5,6,640859
Buono!,Honto no Jibun,143,5,3,32471
calmeva,Jie Shou Ai Jiang FA Q De Zhi Cai Ba,126,7,2,829413
Tamura Yukari,Andromeda made 1hour,280,5,3,712384
Eminence & Soulero,Invisible (feat. Mari-Anna),128,10,2,782868
Felicia Barton,DuckTales (TV Size),183,5,2,1329510
Daisuke Achiwa,Flask Boy,133,2,5,39778
Kokkoro (CV: Itou Miku),Kokoro Omoi,78,2,3,1415420
Ray,ebb and flow (TV Size),106.01,3,3,150235
Zips,Reiwai Terrorism,280,4,3,101953
Innocent Key,Kichiku Shimai to Junan Maid,179,2,3,5255
Vertical Horizon,Everything You Want,93.92,4,2,20111
Sangatsu no Phantasia,Fairy Tale (TV Size),138,3,3,1640745
M2U & Gentle Stick,Hades in the Heaven,130,10,5,929924
M2U,Sandglass,120,2,2,1344173
"Shimabukuro Yuri, Suzuki Eri, Takahashi Rie",Happen ~Kogarashi ni Fukarete~ (TV Size),128,3,3,815603
9-tie,Naked Blue (TV Size),119,5,3,1630206
Sakakibara Yui,ChuxChu!!,170,2,3,23496
Hitomi Yaida,Over the distance,184,5,3,960
Xi-on,The Sun Belief of Soul ~ Nuclear Fusion,165,2,5,18654
M2U,Magnolia (feat. Guriri),160,2,2,610967
Galileo Galilei,Aoi Shiori(TV size),132,3,3,28919
BUMP OF CHICKEN,Tentai Kansoku (2022 Rerecording Version),165,4,3,1900722
Chen Xiao Yun,Ai Tsing E Phian Tsu Gua Mng Li,121.22,5,4,810391
Scenarioart,Nana Hitsuji (TV Size),190,4,3,1783693
Mashumairesh!!,Kimi no Rhapsody (TV Size),132,4,3,1571028
Britney Spears,Toxic,143,5,2,1678
Lady GaGa,Paparazzi,115,5,2,11678
Meguro Shoji feat. Lyn,"Wake Up, Get Up, Get Out There -Opening Movie Version-",127,14,2,1079913
Hirata Shihoko,Heaven,106,14,2,1452963
Hashimoto Miyuki,Infinity Future,161,2,3,22923
KEiNA,Karen Setsugetsuka (Short Ver.),180,2,3,1004554
Gekidan Hitotose,a e i u e o ao!!,145,3,3,669309
Mai Mizuhashi,Brand New Morning (TV Size),157.4,3,3,16018
Linkin Park,Carousel,115.02,4,2,286486
Hiro-X,Driving Myself,161.1,3,3,357
Hiro-X & Kimeru,Future(TV Size),142.93,3,3,347
Wada Kouji,Hirari (TV Size),200.04,3,3,6301
Kra,Kizuna (TV Size),180,3,3,16414
Doubutsu Biscuits x PPP,Fure! Fure! Best Friends,166,5,3,1338646
Nelly Furtado,Say It Right,116.98,5,2,12678
MANY THANKS! feat. Setsunan,Banka,116,7,3,1939593
Natsukawa Yoko,entreat,89,5,3,1940055
Miley Cyrus,Party in the U.S.A.,96,5,2,34336
Okuyatos,Kind Lady,135,2,2,9639
Wada Kouji,Butterfly,165,3,3,3105
Metro Station,Where's My Angel?,147,5,2,14178
MGMT,Kids,123,4,2,4019
Family Force 5,The First Time,154,5,2,12541
Dj Sammy,Heaven (Techno Remix),138,10,2,1646
Jukebox the Ghost,Good Day (Andrew Maury Remix),166,10,2,15626
Lupe Fiasco feat. Matthew Santos,Fighters,70,10,2,4647
Shintani Ryouko,Chained Diary,220.02,5,3,31821
YUEZHENG LONGYA,King of Comedy,66,5,4,633500
"Niclas Molinder, Joacim Persson and Johan Alkenas",Lab Rats Theme (TV Size),135,10,5,1818193
Dwight Yoakam,Suspicious Minds,123.8,4,2,169746
Ohara Yuiko,Tabibito no Uta,137,5,3,1372264
Enya,One By One,131.47,5,14,325511
Shindig,New Friends,162,10,5,761932
Sun Ye,Maybe,100,5,6,45260
azusa,Manatsu no Photograph (TV Size),102,3,3,63864
Chata,Dango Daikazoku,100,3,3,137
Denkishiki Karen Ongaku Shuudan,Toki Hatsuru Yume,72.5,2,3,618647
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),84,5,2,297359
LADIES` CODE,I'll Smile Even If It Hurts,67,5,6,354377
UNDEAD,Valentine Eve's Nightmare,210,5,3,1374903
Meguro Shoji,Title Loop 1,160,10,5,1306508
yukkedoluce,Ringo Uri no Utakata Shoujo,225.2,5,3,920395
"ANANT-GARDE EYES, Maeda Jun",Unjust Life,140,3,5,20265
Humming Urban Stereo,Banana Shake,126,2,6,25025
CupcakKe,Old Town Hoe (Old Town Road Remix),136,9,2,1037061
Mili,Utopiosphere,176,2,2,920337
Black Eyed Peas,Don't Lie,89.9,9,2,23494
illumination STARS,We can go now!,170,5,3,1314009
Flo Rida (feat. Nelly Furtado),Jump,130,9,2,8609
Capcom Sound Team,Jewel Temptation,182,2,5,3232
Sayonara Ponytail,Shinsekai Koukyougaku,144,3,3,157246
Nobuo Uematsu,Final Destination,167,2,5,12857
Raito,Basilica,148,2,5,95607
NightCore,Dum Dadi Do,172.61,10,2,4477
Crazy Rockers,Dance With My Pants,139.83,10,2,11783
Stevie Wonder,Faith feat. Ariana Grande,158,5,2,966422
TAMUSIC,Hiiro no Qualia,143,2,3,15255
michiyo,Oriental Memory of Forgathering Dream (hatsunetsu mix),120,2,3,16102
L'Arc~en~Ciel,DAYBREAK'S BELL,156.24,4,3,19681
onoken,Children's Domain,100,3,5,69442
yozuca*,Da Capo II ~Asaki Yumemishi Kimi to~(short ver.),124,2,3,16261
YUI,Rolling Star,161.02,4,3,2706
Fall Out Boy,Headfirst Slide Into Cooperstown On A Bad Bet,120,4,2,1775363
K2,What's Your Deep Wish?,128,2,3,48721
OLDCODEX,Deal with,152,3,3,779144
DJ StevieV,Running On Empty,136,10,2,19182
FictionJunction,Parallel Hearts,165,3,3,7957
Ted Poley & Tony Harnel,Escape From The City,129.99,2,2,2528
TOMOSUKE x Jazzin'park,LANA - Kiroku no Kakera -,84,2,3,312043
DROPS,Bakappuru,165,3,3,9551
SUN & LUNAR,Matsuri no Uta(NON STOP!!!),160,3,3,4644
Sakura Fujiwara,Guruguru,204,13,3,1986488
April Harmony,Survivor,161,9,2,4341
Delaney Wolff,Let's Dance,123,4,2,789
The Class of 2-A,Happy Material (31 person ver. TV Size),163,3,3,14221
Abe Mao,15 words,91,5,3,45011
Itowokashi,Yadoriboshi,80,5,3,1799245
canoue,Koori no Shiro,221,2,3,1823506
Eiko Shimamiya,Super Scription of Data (TV Size),110,3,3,12917
Falcom Sound Team jdk,EVERLASTING TRANSEUNT,148,2,5,1194331
Taylor Swift,Last Christmas,116,5,2,129674
100 gecs,money machine,198,9,2,1573241
2PM,Take off (TV Size),132,3,3,42137
The Buggles,Video Killed The Radio Star,130.96,5,2,446547
Sakamoto Maaya,Magic Number (TV Size),168,3,3,9827
Maison book girl,Yamiiro no Asa,141,5,3,1375544
Takagi-san (CV: Takahashi Rie),Chiisana Koi no Uta (TV Size),205,3,3,938468
Mizuki Nana,Innocent Starter (TV Size),132,3,3,8700
Sota Fujimori,DANCE ALL NIGHT,135,2,5,600303
Taylor Swift vs. Slipknot,How You Get the Memories (Isosine Mashup),125,5,2,834845
SLASHSTREET BOYS,I'LL KILL YOU THAT WAY,99.04,5,2,1049099
Mili,Unidentified Flavourful Object,120,2,2,1259728
KOTOKO,BLAZE (TV Size),128,3,3,100724
The Lonely Island,Threw It On The Ground,129,9,2,108063
Rita,Adenium,172,4,3,1888925
Imperial Circus Dead Decadence,Uta (Intro ver.),140,7,5,823960
"Hoashi Keigo, Ishihama Kakeru",Emil / Despair (Cut Ver.),149,12,14,1589015
izu,Rappa no March,146,5,3,916972
Pegboard Nerds,Heartbit (feat. Tia Simone),128,10,2,1557716
Zutto Mayonaka de Ii no ni.,Mabushii DNA Dake,108,5,3,921763
KOTOKO,jihad,180,2,3,1135541
Hashimoto Yukari,Flower,94,3,5,483487
olli,i want to tell you i love you but i can't (feat. tomppabeats),92,10,5,907116
Toby Fox,Dialtone,65,2,5,1794916
Shimotsuki Haruka,Magenta Tear,127,2,3,701258
EGOIST,Suki to Iwareta Hi,170,4,3,866567
Ray,ebb and flow,105.98,3,3,149320
Numtack05,Ikari,126,4,3,1031812
BeautifulDay,V3 (Piano ver.),160,2,5,19734
Hideyuki Fukasawa,Theme of Thor,132,2,5,57998
KANAN,God Knows...,108,3,3,60113
Hashimoto Yukari,Lost my pieces,86,3,5,97829
A Flock Of Seagulls,I Ran (So Far Away),148,4,2,2448
Sleepy Head,"i'm not suicidal, ur suicidal!",110,9,2,1895463
monet,GHOST x GRADUATION,82,2,3,725613
Paramore,Anklebiters,230,4,2,227990
Kalafina,Magia (TV Size),125,3,3,25141
Anamanaguchi,Shrine Bros,190.1,2,5,21149
DJ YOSHITAKA,Evans,185,2,5,14572
Breeze,La Plage,92.5,6,5,37302
Wulan Tuoya,Tao Ma Gan,84,5,4,16250
Ayumi Fujimura,Kyouran Senki ~Nichijo no Kami-sama~,175.1,3,3,8551
Berryz Koubou,Anshinkan,130,5,3,106
ESTi feat. Various Artists,Zero Fill Love,132,2,6,1169
PinocchioP,Kusaregedou to Chocolate,260,4,3,87082
Hideyuki Fukasawa,Theme of Captain America,190,2,5,51828
*NSYNC,Pop,120,5,2,1585695
NEGOTO,Synchromanica (TV Size),148,3,3,1371823
Drake Bell,Jingle Bells,193.68,4,2,129010
My Chemical Romance,Cancer,75,4,2,1028485
Hardgore Alice (CV: Hidaka Rina),Forget me Not...,138,3,3,918004
LandRoot,Need To De-stress,192,10,5,1834399
UVERworld,D-tecnolife,84.1,3,3,5420
Forte Escape,End of the Moonlight,155,2,2,16773
AiRI,Dreamer (TV Size),168,3,3,55494
DJ Spyne & Pippo Palmieri,Deep In My Soul (Nightcore Mix),151.19,10,2,38639
Hitoshizuku x Yama*,Party*Party,212,14,3,207441
"Kayano Ai, Hayami Saori, Hayami Shou",Fantastic Rabbit House,96.49,3,3,888363
Hanatan,Uta ni Katachi wa Nai keredo,98,5,3,1334370
Sawai Miku,"Sotsugyou Memories ~Sayonara, Anata.~",137,5,3,1490483
Edward Maya,This Is My Life,128,10,2,16233
Taiko no Tatsujin,Kumo Made Todoke!,110,2,5,7743
City Girl,LOSING SLEEP (feat. Kelsey Kuan),124,9,2,1521806
Ogura Yui,Raise,160,3,3,155984
fripSide,Two souls -toward the truth-,165,3,3,368745
Shihoko Hirata,sky's the limit (TV Size),128,2,2,37706
Fal (CV: Asano Masumi),ame no musique,59.01,2,3,816542
Sanshuu Chuugaku Yuushabu,Hoshi to Hana,158,3,3,725875
Infected Mushroom,Wanted To,145,10,2,178720
Hanyuu Miina,Koi Dayori,135,5,3,1966286
Kuribayashi Minami,Sympathizer,193,3,3,14370
Tamaki Nami,Reason,129.94,3,3,9312
Owl City,"Kiss Me Babe, It's Christmas Time",105.99,5,2,522843
ReoNa,Alive (TV Size),75,3,3,1879268
Nei Kino,Usan no Kaori,105,3,3,16541
mona (CV: Natsukawa Shiina),No.1,144,5,3,1236164
Polyphia,Rich Kids (feat. Yvette Young),175,4,5,1399084
Waterparks,Hawaii (Stay Awake),170,4,2,689782
Mika,Lollipop,191.96,5,2,1527
Hatsune Miku,Joker,142,6,3,10314
8#Prince,fake doll,132,10,3,66622
Endo Yurika,Futari no Chronostasis,140,3,3,274795
Hatsune Miku,Hitohira no,110,6,3,42973
Rihanna,Disturbia,250,5,2,5399
Shoji Meguro,Your Affection,119,2,2,6633
bo en,Tussle Among Trees,150,10,5,1654140
Suara,Musouka,134,3,3,725
Uchida Maaya,Gimme! Revolution,180,3,3,225928
Cherry Blossom,Yume no Manual (TV Size),134,3,3,12324
Nagamatsu Ryo,Wii Sports Resort Theme,124,2,5,1163451
3R2,Melting Point,135,2,5,667862
Aqours,Jingle Bells ga Tomaranai,240,2,3,532555
Dan Worrawech,Because I'm Stupid (Thai Version),113,5,14,11933
SHISHAMO,Egao no Tonari,97,5,3,435617
Chata,Shiawase Gatari game ver.,156,2,3,260117
Ayaka Hirahara,Reset,80,2,3,6934
C418,Droopy likes ricochet,94.66,2,5,41545
COOL&CREATE,The Song of a Broken Youkai That Loves People,166,2,3,16940
EastNewSound,Haitoku Suuretsu Kumikyoku(x=y),143,2,3,14054
Shinedown,Devour,177,4,2,1365
SZA,Kill Bill,89,5,2,1900490
Hoshimachi Suisei,Je t'aime.,132,5,3,1593057
King Gnu,Prayer X (TV Size),87,4,3,1724620
Hatsune Miku,Kimi ni Uso,92,5,3,25000
Aoi Eir,Lapis Lazuli (TV size ver.),112,3,3,301973
Harumaki Gohan feat. Hatsune Miku,Melty Land Nightmare,140,5,3,1855499
Shakira,Suerte,218,5,10,3913
CIEL,Fukuiku no Machi,122,5,3,1734266
REDALiCE feat. MONICO,Breakin' Chain,206,10,3,1842481
Sia,Chandelier,87,5,2,319314
Hazuki,Zutto,153,2,3,1964088
Hatsune Miku,Kyokou no Tsukiyo,90,13,3,32033
for KING & COUNTRY,Fix My Eyes,100,4,2,299264
Girls' Generation,Merry-go-round (Cutdown Ver.),100,5,6,16844
Kenshi Yonezu,LOSER,121,5,3,1854608
KOTOKO,jihad,180,2,3,13205
Sharlo,Moshimo kara Kitto,87,3,3,493198
Technimatic,Confide (feat. A Little Sound),174,10,2,1938361
Michelle Vickie,Du Li,168,5,4,953302
Carpool Tunnel,Hooked Again,170,4,2,1050185
Zircon,Monstrous Turtles (OC Remix),103,2,5,7404
Corpo-Mente,Dorma,110,4,14,497156
R3 Music Box,Aozora no Rhapsody,95,3,5,608797
Mahi feat. Hirune,ROTTER TAIYOSHINKO,200,2,3,24701
Hatsune Miku,Sweet*Drops After the Rain,135,10,3,19887
Asaka,Seize The Day (TV Size),122,5,3,1346255
Nazuka Kaori,Nageki no Tenshi (TV Size),114,3,3,49309
Arihara Nanami (CV: Kusuhara Yui),Sympathy,110,2,3,816211
Richard Clayderman,Les premiers sourires de Vanessa,129.3,6,5,150858
Mindless Self Indulgence,Never Wanted To Dance,183,4,2,4547
Iron Maiden,Hallowed Be Thy Name,206.49,11,2,3586
Hitomi Shimatani,Garnet Moon,137,5,3,12342
Ni-Ni,"1,2,3,4, 007 [Wipeout Series]",172,2,2,3
Daft Punk,Technologic,127.45,10,2,7099
sakuraburst,dragonlands,200,10,5,1009637
Caramell,Caramelldansen (Speedycake Remix),164.22,10,9,1018
DJ Manian,Welcome To The Club,150.15,10,2,18630
Aimer,LAST STARDUST,81.33,3,3,1069793
Bobby Helms,Jingle Bell Rock,121,4,2,11571
Yuki Hsu,Wo Shi Nv Sheng,85.1,6,4,144812
One Direction,Best Song Ever,118.5,5,2,109064
hololive IDOL PROJECT,Suspect,128,10,3,1360537
Hanatan,Orange,90,5,3,1409417
Kamui Gakupo,Choufuugetsu,110,5,3,33143
Raujika,Lost Imagination,91,6,5,335783
Demetori,The Youkai Mountain ~ Mysterious Mountain,185,2,5,7084
Temposhark & Imogen Heap,Not That Big,140,5,2,26030
Sound Souler,Aqua Stars,192,2,5,1085144
Bloodhound Gang,Uhn Tiss Uhn Tiss Uhn Tiss,135,7,2,5940
Shikata Akiko,Hibiki,230,13,3,1714963
Therion,The Crowning of Atlantis,114.95,11,2,7425
Tezuka feat. Oonishi Amimi,Bokura no Jikan,214,2,3,928650
Asian Kung-Fu Generation,Loop & Loop,130,4,3,4272
T-ara,Yayaya,131,5,6,28237
Regal Lily,Alchemilla,102,4,3,1619120
Marta,Rawest Forest,159.97,2,2,3640
"Shumei Sasaki (CV: Shirai Yuusuke), Yoshikazu Miyano (CV: Soma Saito)",Ichigo Sunset (TV Size),220,3,3,1670892
DJ BaSSMaT,Merry Christmas,143,10,5,234935
Minako Kotobuki,Humming Bird,120,3,3,23315
M2U,Moon Halo,180,2,5,901085
Panda Eyes,Crystal Cave,110,10,5,1066507
Rainbow,A,138,5,6,25246
majiko,Kokoronashi,84,4,3,1307679
UNDEAD CORPORATION,Yukitsuki Ouka no Kuni,110,2,5,1132812
Tokyo Jihen,Sounan,156,4,3,967321
IAHN,Snowdrop,130,5,6,716219
Nico Nico Douga,Un-Tan-Tan de TeTeTe,200,7,3,7447
Raito,Tatakae! Bokura no Mech Hisui!,170,2,5,31522
Nishiura Tomohito,Shop,120,2,5,166239
nano.RIPE,Gekka (TV Size),86,3,3,96297
brothel.,timmy.,60,10,5,560578
ASCA,Howling (TV Size),143,3,3,1273375
toby fox,Snowy,61,2,5,1653757
Natsushiro Takaaki,Near feat. Hatsune Miku,128,5,3,1284534
Yuiko Ohara,Iwanai kedo ne.,115,3,3,723446
Oasis,Falling Down (TV Size),130.94,3,2,7959
Renard,Sinisterrrrrrrr,220,10,2,20709
Imai Asami,Hoshikuzu no ring,164,3,3,265989
Nicki Minaj,Starships (Speed Up Ver.),150,10,2,155266
natsuP feat. VanaN'Ice,Scattered Cherry Blossoms ~Elegant~,150,4,3,142614
"Keisuke Ito, Yasuhiro Kawagoe, Noriko Murakami",Wakare no Toki,130,2,5,639633
"Gumi (Megpoid), Kagamine Rin",Always and Forever,120,4,3,10007
M2U,Suicide,120,6,5,732084
"Run (Fukuhara Kaori), Tooru (Yuuki Aoi)",Tomodachi,123,3,3,51492
L'Arc~en~Ciel,READY STEADY GO,144,3,3,736
"Asuka Ohta, Ryo Nagamatsu",Toad's Factory (Cut Ver.),110,14,5,1714765
Yonekura Chihiro,Smiling-Swinging!! (Game Ver.),200,14,3,1500781
Liz Triangle x Like a Rabbit,Moonlight Step,133,2,3,29491
My Chemical Romance,Welcome to the Black Parade,194,4,2,3545
ZONE,I'd Like To Teach The World To Fap (In Perfect Harmony),120,7,2,102666
Mizuki Nana,Eternal Blaze,155,3,3,15472
yaseta,Dreamy Goat,180,10,5,1917139
The Prodigy,Omen,140,10,2,13869
Yasumasa Kitagawa,Orgel no Gyakuten Shimai,64,2,5,408912
La priere,Kimi to Driven Star,128,10,3,1495067
ARForest,Aoba,150,2,5,1131726
Lana Del Rey,Dark Paradise,120,5,2,1115488
Shihoko Hirata,Your Affection,119,2,3,30111
WALKUERE,GIRAFFE BLUES ~ Kaname Solo Requiem ~,108,3,3,735328
Chimame-tai,Poppin Jump (TV Size),150,3,3,166277
Lady Gaga,Christmas Tree,109,5,2,533217
Zerosiki Material,Love,50,2,5,493676
onelifecrew,Tsuioku Merry-Go-Round (TV Size),87,4,3,1276836
Linkin Park,Numb,110.03,4,2,8506
David Wise,Crescent Island,137.96,2,5,5286
Ben Franklin,No Way Back,157.97,2,2,25281
IOSYS,Hatate no Bakkoi Satsujin Jiken,160,5,3,1838808
Hashiguchi Erina,Doki! Kouiuno ga Koi Nano?,142,2,3,62902
Utada Hikaru,Simple and Clean (Techno Remix),130,2,2,5755
Luck Life,Namae o Yobu yo (TV Size),82,3,3,451309
Seira Kagami,Super Special (TV Size),126,3,3,9059
Wham!,Last Christmas,106.82,4,2,4582
Hatsune Miku,Kischer Marsch-OWATA,120,12,3,8086
"Asuka Ohta, Ryo Nagamatsu",Delfino Pier,128,13,5,1761978
Paramore,That's What You Get,131,4,2,6732
Jo Sung Mo,Baramui Norae,57.33,5,6,519665
Kanemoto Hisako,Kimi wo Shirukoto (TV Size),85,3,3,39487
Etnic,Blestem,120,5,14,34529
ChouCho,Natsu no Hi to Kimi no Koe (TV size ver.),107,3,3,203721
DJ OKAWARI x Celeina Ann,Addiction,94,9,2,1641079
Shiina Yuika,Shiina Yuika o Matteimasu.,125,5,3,1016472
Kaori Utatsuki,Chasse,85,3,3,9950
Fort Minor,Petrified,110,9,2,3831
TWICE,The Best Thing I Ever Did,105,5,6,892704
Azari,Who?,128,10,3,1878070
Cynthia Harrell,Snake Eater,90,2,2,2091
Barbarian On The Groove feat. Ichiru Takizawa,Yoi ni Kanawazu,160,13,3,18271
Kanye West,Stronger,104,9,2,1690673
Singyeo,Delusion,64,4,6,1853971
SOUNDOT,Unknown Title,136,2,5,1923078
Groove Coverage,Angeline,130,5,2,197753
Suirenji Ruka starring Yamazaki Haruka,"Bokura, Kakeyuku Sora e (Movie EDIT)",158,3,3,65982
Yuki Kajiura,wo ist die Kaese?,120,3,5,695152
Yamamoto Mineko,Watashi no Mitai Keshiki made,174,13,3,1833393
Receptor,Beautiful Lie,88,10,2,193722
Drake,Jimmy Cooks (feat. 21 Savage),166,9,2,1837326
nano.RIPE,Kamisama,86,5,3,1159967
"Koji Kondo, Toru Minegishi",Clock Town,150,2,5,5943
Linkin Park,Numb,110,4,2,82
MGMT,Electric Feel,103,4,2,4235
Makiko Noda,Long Dream,130,2,2,1283
Shimokawa Mikuni,Minami Kaze (TV Size),140,3,3,13864
0,Super Mario Bros. Super Show Theme,99.11,7,2,872
Natsumi Kiyoura,Tabi no Tochuu (TV Size),172,3,3,13516
IOSYS,Accept Bloody Fate,190,2,5,16484
ZUN,Guuzou ni Sekai wo Yudanete ~ Idoratrize World,170,2,5,1019043
nagi,Unfading Mind - MONOCHROME,148,2,5,20431
ice,Theme of Tomoe Mami,136,3,5,29664
Koji Kondo,Chuu Boss,151.4,2,5,1952181
Sonitus Vir feat. N. Sato,Grazing Gazelle Under The Moon,115,13,5,33460
NOVAGANG,SLUG (feat. d0llywood1),200,9,2,1401925
Ayana Taketatsu & Yuiko Tatsumi,Balance KISS (TV Size),170,3,3,18123
40mP,Tameiki no Yukue,114,4,3,512248
Radiohead,No Surprises,75.4,4,2,821712
HoneyWorks,"Yooshi, Ganbaru zoo!",155,3,5,1077900
Ke$ha,Party at a Rich Dude's House,147,5,2,16397
Fujita Maiko,Mizuhuusen,95,2,3,6319
u's,Mermaid festa vol.1,127,3,3,209610
Misato Aki,PARANoiA (TV Size),125,3,3,56571
Pedro Silva,Title,45,2,5,1807566
milet,Prover (TV Size),78,5,3,1089551
Shimotsuki Haruka,Giyoku no Replica,168,5,3,1528278
Shawn Wasabi,MARBLE TEA,79,10,2,1056394
Yun Zhi Qi & Yin Lin,Jin Li Chao,175,5,4,115080
Matchbox 20,How Far We've Come,166,5,2,1264
The Red Army Choir,National Anthem Of The USSR,67,6,12,866493
Chiwa Saitou,Staple Stable (TV Size),129,3,3,15714
AKINO,Sousei no Aquarion (TV Size),151.03,3,3,5438
Rusty K,Limitless,174,10,5,1201877
Tsukiko,Doll Make no Uta,112,2,3,880310
Silver Forest,(9) Destiny ~ Ever Lasting Turn of Cirno,172.03,2,3,26860
Shigeki Hayashi,Yggdra Union Opening Theme,146.94,2,5,15796
Kuwashima Houko,Shinkai no Kodoku (TV Size),152,3,3,9344
THE ORAL CIGARETTES,S-LOW (Cut Ver.),68,4,3,1288315
ALI,MOONBEAMS SATELLITE feat. K.A.N.T.A,121,14,2,1337641
SawanoHiroyuki[nZk]:Uru,Binary Star,79,3,2,1110164
Aimer,March of Time,75,5,3,1420718
Hashimoto Miyuki,New SPARKS! (TV Size),182,3,3,138480
Maison book girl,bath room,178,5,3,1790018
Taketatsu Ayana,Tadaima. (TV Size),115,3,3,55823
Mike Posner,I Took A Pill In Ibiza (Seeb Remix),102,5,2,1775001
Mitsumune Shinkichi,Battle of Rose,115,3,5,25271
Komine Lisa,unity (TV Size),146,3,3,141138
Fall Out Boy,XO,262.42,4,2,1739083
Shimotsuki Haruka,Kazahane,120,5,3,1491498
Jin,Ayano no Koufuku Riron,86,6,3,94351
NicoNicoDouga,Corridors of Time (House Arrange),132,2,5,8584
MisoilePunch,VVelcome!!,265,10,5,1235627
Blue,All Rise,98,5,2,470265
Zirkus Zirkus,17 & Smoorverliefd,165,5,14,10719
Eyal Golan,Mi Shemaamin,136,5,14,181448
AIR,Alone In Kyoto,90,10,5,432249
takamatt,Mr. Wonder,90,5,3,32565
