m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,1865009,1.08,62.01,5221,Collab Insane,878907,269,3.19,17658,37378,432381,
64,1352853,1.08,94.33,4348,Red Summer,637749,167,3.04,28184,52756,417060,
0,3749937,1.08,84.25,5057,Insane,1761150,106,3.57,5501,7335,462459,4
0,2823498,1.08,85,4697,Cocoa's Hard,1343389,176,3.4,22513,17216,452563,4
0,137303,1.08,86.24,4697,Lunatic,43170,109,3.44,15760,98925,370704,
0,4086378,1.08,87.67,4697,Rivals' Hyper,1969686,108,3.27,943,1487,468292,4
0,2885283,1.08,61.79,5221,Pleasure That Resides by the Pain,1396522,243,3.52,1450,19470,450307,
0,2730291,1.08,59.8,5221,ailv's Extra,1317808,218,3.33,1888,22892,446881,
0,1329109,1.08,68.87,5546,Chrono's A'sifa 'HD',629575,98,3.14,45487,52918,416859,4
0,1965258,1.08,76.79,5425,Believe in Redemption,941053,196,3.4,1377,32066,437567,
256,2025112,1.08,71.41,5637,cie_n VS. Spy's Extra Mode,967701,312,4.07,26379,34425,435342,4
0,144620,1.08,66.28,5546,Insane,46459,95,3.15,27055,98633,370975,
64,1170480,1.08,92.87,4348,Insane,552712,109,3.1,237163,51981,417837,
0,2293246,1.08,66.51,5546,Passion,1097489,177,3.43,7593,23938,445910,
0,1836239,1.08,63.77,5221,I'M THE BAD GUY!!!,877955,106,3.16,15984,38938,430704,
0,178298,1.08,56.25,4107,D.N.Angel18,53928,232,2.96,12034,92915,376708,
0,3903753,1.08,62.69,5221,Hard,1894317,88,3.02,11020,5364,464414,4
0,136729,1.08,54.79,4107,Insane,43572,88,2.74,15126,100235,369811,
0,1684961,1.08,63.15,5221,Another,802730,124,2.69,13284,40662,429105,
0,2277298,1.08,55.31,4107,Shiro's Genjutsu,1073101,87,2.79,23628,25299,444546,
0,3910395,1.08,57.59,4107,AuroraE's Insane,1897323,233,3.22,1225,5504,464273,
0,1475358,1.08,53.23,1943,Advanced,693432,205,2.52,25542,49485,420291,
0,3658333,1.08,57.5,4107,mrgglock's insane,1785920,290,2.91,12648,8589,461186,
0,3423332,1.08,58.96,4107,+,1669419,162,3.48,3315,12775,457042,
0,992122,1.08,49.66,1943,Hard,412140,338,2.42,25972,60803,408977,
0,3876451,1.08,47.72,538,YuEast's Hard,1835978,212,2.65,1409,4894,464989,4
64,2062536,1.07,473.72,164,FAMoss' Insane,919633,246,4.78,69327,34576,435109,4
0,3563925,1.07,353.19,396,yahweh's Extra,1649612,114,5.82,1007,10678,459097,7
256,3935369,1.07,320.05,529,After Ragnarok // 4K,1908304,552,7.23,3950,3927,465849,4
0,2177469,1.07,230.74,1403,LNpai's MAXIMUM,1026824,125,4.92,13032,32170,437624,4
0,3102197,1.07,136.61,3010,Reina's 7K Insane,1425200,87,4.09,10066,17269,452390,7
0,258212,1.07,210.09,1655,Another,94504,297,4.83,12521,82185,387591,7
0,3948056,1.07,100.08,3983,yf's Nostalgic Mad Snaky Labyrinth,1664347,139,4.84,566,4433,465357,
64,3311141,1.07,118.51,3715,Not too well (Hard),1621762,124,2.92,15191,8498,461278,4
0,985741,1.07,80.27,5057,Kibbleru's Eternity,457621,132,3.79,11241,44600,425189,
0,2019428,1.07,81.26,5057,Taeyang's U.L.T.R.A!!!!!,878211,109,3.41,8604,34875,434840,
0,1872812,1.07,62.85,5221,Chaos's Expert,837869,192,3.67,80919,34803,434861,
64,3926099,1.07,97.58,4190,Auto's Hard,1904207,88,2.81,7495,4195,465677,4
256,3770868,1.07,107.79,3837,Insane,1836594,231,4.73,3896,6482,463235,4
0,1943581,1.07,66.89,5546,flaky,930717,300,3.35,24804,37611,432097,4
256,1686019,1.07,76.97,5425,Vespere [MX],803279,144,4.15,73512,41368,428578,4
0,3161135,1.07,77.51,5425,Yuno's Hard,1538859,156,3.22,2689,9149,460688,4
0,738585,1.07,61.94,5221,yf's Insane,329969,84,2.76,28949,69671,400145,
0,2711069,1.07,72.22,5637,Neon's Extra,1268824,228,3.45,3582,21043,448839,
0,807837,1.07,60.01,5221,Hyper,368451,111,2.92,188093,63802,405995,4
0,2003644,1.07,57.17,4107,Eternity Future,957074,661,3.19,12735,34064,435712,
0,2245025,1.07,51,1943,Advanced,1072682,116,2.66,10816,25904,443884,4
0,1490581,1.07,51.9,1943,Expert,702892,158,2.91,82476,47414,422393,
0,1355813,1.07,60.54,5221,Expert,639236,89,2.94,10818,37534,432242,
0,1476606,1.07,55.81,4107,Stories That Last Through The Sleepless Nights,311328,214,2.74,79047,39662,430144,
0,1041934,1.07,56.86,4107,Extra,296543,159,2.87,27707,54391,415385,
0,1603339,1.07,59.57,5221,Insane,758130,228,2.8,21186,46017,423785,
0,957154,1.07,55.42,4107,eINess' Extra,437055,89,2.66,236931,63632,406193,
0,658387,1.07,53.95,1943,Kibboo's Insane,292077,237,2.65,537438,68638,401208,
0,3793506,1.07,63.57,5221,Grief Seed,1846720,216,3.14,4984,2980,466892,
0,2193177,1.07,58.93,4107,"Pattern 05c ""exDEL"" Error: not applicable",917159,137,3.31,4042,24898,444921,
0,626343,1.07,50.84,1943,Mystery,276245,187,2.48,46489,74022,395776,
0,2628259,1.07,51.06,1943,Insane,1250977,207,2.72,11558,14214,455614,
0,1656000,1.07,50.53,1943,Doormat's Extra,781509,85,2.71,93816,44091,425590,
64,4111829,1.07,58.29,4107,Amii's Normal,1979887,91,2.12,9922,1442,468341,4
0,4000612,1.06,637.31,19,Outburst,1935688,252,7.5,591,3488,466292,7
0,1278456,1.06,357.8,385,jachnokads' MAXIMUM,601607,109,6.05,7218,45394,424382,7
0,2440931,1.06,203.12,1864,Another,1170054,136,4.47,3281,22474,447316,7
0,3949985,1.06,228.34,1460,Lott vs. Polarin's Destruction,1914648,163,4.75,811,916,468861,4
0,3065010,1.06,252.96,1066,Expert,1494747,139,5.12,3689,17470,452307,7
64,2532549,1.06,294.35,694,Encore!,1217180,248,3.98,23065,17460,452316,4
0,3813704,1.06,241.7,1215,Extra,1829908,208,4.95,700,4644,465159,4
0,624661,1.06,239.14,1282,Expert,275401,100,4.92,1715,56882,412922,5
0,2159225,1.06,55.7,4107,#normal,1032511,135,2.65,15597,31300,438536,7
0,884048,1.06,51.6,1943,4K HD,406858,279,2.92,998,9704,460073,4
0,4054002,1.06,66.66,5546,Nabi's Hyper,1932770,209,3.21,1006,2268,467512,4
256,692640,1.06,136.98,3010,fear,309881,357,5.31,24220,64804,404974,4
256,1294968,1.06,113.27,3701,Fontes' Insane,613792,244,4.59,76469,52617,417159,4
0,2997757,1.06,78.9,5425,Kyshiro's Final Frontier,1405595,235,3.52,1508,18193,451643,
0,3189824,1.06,71.81,5637,Dragon Force,1561963,95,4.15,7347,13720,456159,
0,1259431,1.06,70.85,5637,LOUDER,595580,99,3.53,32580,47390,422459,
0,2410948,1.06,62.5,5221,Misunderstanding,1155295,88,3,184338,28054,441723,
0,1590239,1.06,69,5546,Remorse,755512,218,3.24,7551,46307,423478,
2,689769,1.06,81.91,5057,4K Capsaicin,303998,333,5.13,351975,67670,402151,4
0,3875572,1.06,80.02,5057,Insane,1882400,259,4.18,2472,6203,463573,
0,3600610,1.06,72,5637,dream,1759290,262,3.24,860,10429,459459,
0,924383,1.06,58.85,4107,Avalon's Hyper,428023,154,2.77,38476,62312,407476,4
0,2792203,1.06,59.14,4107,Snowforce's Expert,1333508,195,3.03,15109,20473,449313,
0,1363537,1.06,48.65,538,ExNeko's 4K Hard,639660,83,2.52,30006,42413,427406,4
0,861889,1.06,60.38,5221,Retribution,396118,494,2.91,5590,64375,405401,
0,2622226,1.06,65.47,5546,Hard,1261488,89,3.03,15318,24538,445252,4
0,2018247,1.06,63.29,5221,Charm & Lukas' Insane,960258,206,3.05,22635,33202,436922,
0,1157163,1.06,64.88,5546,Insane,531488,210,3.11,22914,16835,453008,
0,187410,1.06,60.43,5221,Rin,63434,169,3.22,86486,92389,377224,
0,1684963,1.06,58.29,4107,I'm Home,802730,124,2.77,11745,40662,429105,
0,3058210,1.06,57.31,4107,Spy_RO's Expert,1484853,136,2.93,28855,12964,457124,
0,244115,1.06,50.2,1943,Hard,55980,174,2.47,112897,83371,386405,
0,40607,1.06,48.22,538,Ex Hard,10418,198,2.5,181850,119315,350581,
0,962381,1.06,48.15,538,Marathon,448399,583,2.89,16841,62885,406934,
64,2011245,1.06,47.97,538,Normal,923488,133,1.85,107685,29143,440634,4
0,3302628,1.05,501.92,101,WAAAAH!!,1617567,150,7.34,341,2457,467320,7
0,2835112,1.05,321.6,529,Workaholic,1371217,100,5.93,1000,19454,450366,7
0,1391969,1.05,88.55,4697,Wonki's Hyper,636567,167,3.49,21807,47987,421789,7
0,3497681,1.05,178.92,2333,Crrrrazy!!,1711751,144,4.8,1003,2298,467815,4
0,3340038,1.05,141.53,2994,HowToPlayLN's Shiawase,1627998,180,4.47,2873,10954,459029,4
0,795406,1.05,172.12,2468,Insane,361643,133,4.7,17931,65140,404651,7
0,545589,1.05,122.71,3365,Another,217583,121,4.27,16508,67361,402478,7
0,3347992,1.05,103.12,3983,I want Insane,1640281,214,4.05,2047,2696,467081,4
0,1084742,1.05,71.03,5637,Tragic Love,510183,197,3.71,21510,50026,419885,
256,3616479,1.05,76.77,5425,Alptraum's Another,1766740,127,4.11,12401,4436,465197,4
64,2530235,1.05,124.16,3365,Hard,1215941,103,3,42763,23911,446113,4
256,2657141,1.05,98.37,4190,lml,1279157,251,4.51,3273,13728,456060,4
0,2788712,1.05,87.65,4697,Light Insane,1268824,226,3.63,7329,21043,448839,
0,3072318,1.05,81.36,5057,Illusion,1499138,356,3.68,2880,15512,454357,
0,3405178,1.05,86.58,4697,isolation,1667697,374,3.36,1240,4396,465383,
0,527704,1.05,82.08,5057,Skystar's Extreme,212387,216,3.45,12669,75486,394323,
0,200134,1.05,73.53,5637,Unity,69369,452,3.5,19845,88739,380868,
0,836339,1.05,70.8,5637,Monster with Green Eyes,382455,316,3.18,28366,65411,404372,
0,1329304,1.05,81.75,5057,Linada's Expert,578755,103,3.38,40059,49015,420866,
0,1832015,1.05,65.93,5546,Insane,875962,269,3.03,2160,40204,429598,
0,1635388,1.05,65.75,5546,Arigatou,778657,222,3.05,40599,35722,434049,
0,1596834,1.05,49.65,1943,HD,757718,118,2.7,67527,44971,424737,4
0,1597472,1.05,58.52,4107,Insane,755512,218,2.94,12222,46307,423478,
256,2004310,1.05,92.01,4348,VIVID,957330,117,4.6,20823,25406,444376,4
64,4027095,1.05,139.37,3010,Haarrdd,1946487,115,3.01,1535,1430,468346,4
0,2940609,1.05,72.35,5637,Hard,1428259,135,3.03,1543,1114,468581,4
0,1654061,1.05,59.12,4107,Insane,776620,122,2.55,122967,39303,430563,
0,3150892,1.05,58.02,4107,Cleaning & Clearing,1541421,120,3.38,29261,15482,454163,
64,1269351,1.05,61.26,5221,Normal,600528,56,2.19,23724,50364,419412,4
0,973438,1.05,50.34,1943,Narcissu's Lunatic,113458,193,2.94,25729,60660,409160,
0,3710255,1.05,57.04,4107,DH's Hard,1794813,217,2.95,5036,5676,463981,4
64,3251093,1.05,71.24,5637,How to communicate with friends,1591808,88,2.91,125020,15686,454094,
0,2274468,1.05,51.97,1943,FOREVER,1087675,259,2.83,4932,31233,438564,
0,97814,1.05,56,4107,Darkness,29491,199,3,13579,104952,364656,
64,3953650,1.05,66.43,5546,YL's ADVANCED,1916152,156,2.36,7751,3427,466359,4
0,1653145,1.05,50.92,1943,Tatan's Extra,787672,177,2.9,71469,44690,425129,
0,142893,1.05,52.73,1943,Mirakurun!,45016,176,2.84,11130,99086,370917,
256,732600,1.05,59.41,4107,Insane,301331,172,3.88,101533,57614,412195,4
0,1910547,1.05,64.24,5221,X,914754,411,3.86,4725,33571,436229,
0,911631,1.05,52.25,1943,Hard,420390,231,2.6,130786,62337,407440,
0,2246356,1.05,61.54,5221,Extra,1067418,235,4.4,10287,30466,439313,
256,718401,1.05,59.26,4107,Life (Insane),323163,131,3.8,45313,70154,399638,4
0,1108753,1.05,48.02,538,Insane,500858,218,2.73,123113,58771,411005,
0,1073711,1.05,52.29,1943,Rohit's Insane,501992,42,2.76,31732,55248,414528,
0,3018924,1.05,57.42,4107,Fireworks,1470434,301,2.81,10128,18104,451675,
0,722596,1.05,53.19,1943,Mattress Actress,325301,313,2.65,54178,70332,399447,
0,41348,1.05,50.45,1943,Hyper,10675,88,2.75,11785,119378,350234,
64,2915063,1.05,53.53,1943,Normal,1414044,81,2.1,14790,18573,451203,4
256,429549,1.05,48.34,538,HD,176446,137,3.33,340794,68646,401248,4
0,25953,1.05,48.75,538,Cranky Kong,5155,91,3.38,5734,125285,344323,
0,3674647,1.04,799.9,14,Shockwave,1793081,253,8.43,1551,8717,461069,7
0,2929342,1.04,300.55,622,Kyou's Extra,1408692,134,5.51,1031,13845,455929,5
0,3791716,1.04,238.77,1282,"Blooming season, your magnificence.",1845842,220,4.94,1869,6461,463322,4
0,2396091,1.04,236.97,1282,chrubble's al0ne,1145368,102,4.91,2914,25178,444581,4
0,259,1.04,76.65,5425,Insane,118,11,3.71,787643,138149,331459,
256,3362200,1.04,192.83,2105,Till November Night (reprise),1647221,259,5.98,3760,14216,455776,4
0,3864889,1.04,171.16,2468,MirBluu's Harem King,1877657,86,4.33,1971,4218,465563,4
0,1199770,1.04,120.3,3365,MX,566381,98,4.03,17343,44756,425128,4
64,2146917,1.04,141.03,2994,Rabbit Puzzle,1026602,93,3.06,61641,31557,438236,4
64,1092866,1.04,137.54,3010,HYPER,514440,82,2.99,82739,57762,412055,4
64,2742556,1.04,127.28,3374,Hard,1324035,87,2.98,27343,22334,447443,4
0,2317225,1.04,67.54,5546,Extreme,1108809,182,3.74,25515,26812,442964,
0,827081,1.04,45.56,538,Collab Hard,375648,159,2.3,636281,66826,403001,
256,1297386,1.04,77.47,5425,Extra,597690,217,4.6,39509,52503,417299,4
0,2315115,1.04,66.59,5546,ADVANCED,1107384,105,3.18,31419,27891,441888,4
0,140665,1.04,74.13,5637,Extra,44967,137,3.35,103530,96719,373467,
64,2147327,1.04,79.18,5425,Wonki's ADVANCED,867026,119,2.75,72486,34282,435429,4
0,3912663,1.04,71.2,5637,toyboob's expert,1889729,156,4.93,3354,5231,464471,
0,31258,1.04,57.14,4107,Insane,7197,88,2.89,9229,124060,345551,
0,2647601,1.04,74.04,5637,Expert,1229515,82,4.07,5024,14910,454852,
0,2788527,1.04,64.31,5221,Dreaming,1346493,291,3.02,3296,18637,451146,
0,1970128,1.04,61.73,5221,Reform's Insane,938426,251,3.13,31608,36796,432984,
0,2407223,1.04,51.97,1943,Hyper,1142143,203,3.01,2832,26413,443366,7
0,3600342,1.04,61.73,5221,The Consolation for the Ruler of this World,1759165,274,2.98,6026,6871,463458,
0,2410945,1.04,58.35,4107,browiec's Wisdom,1155295,83,2.93,260163,28054,441723,
0,1307019,1.04,59.68,5221,We are u's!,611854,335,2.91,14153,53222,416585,
0,45879,1.04,55.3,4107,Hollowification,2852,78,2.55,19052,115329,354336,
0,949029,1.04,52.64,1943,Emotions,441167,226,2.76,100596,60302,409550,
64,651221,1.04,54.17,1943,Normal,288794,250,1.98,264319,73039,396737,4
0,106107,1.04,52.82,1943,Insane,32430,183,2.78,141956,101485,368142,
0,1109280,1.04,51.5,1943,Insane,425105,294,2.98,8408,58426,411354,
0,1148834,1.04,49.69,1943,Addicted to you,541880,303,2.61,35673,57792,412006,
0,27883,1.04,53.9,1943,Wolf,4971,102,2.65,4165,125828,343807,
64,3758815,1.03,905.08,4,Darkness,1831212,244,7.04,1513,6035,463741,6
64,1170750,1.03,473.49,164,Maximum,552868,239,4.84,65763,40596,429484,4
64,1686159,1.03,431.65,240,Magical,803018,147,4.71,29286,38152,436036,4
64,941148,1.03,278.91,817,Another,435851,132,4.12,46791,62720,407065,7
64,1172718,1.03,284.22,751,Another,553860,118,3.76,40405,55306,414477,4
0,415217,1.03,208.04,1765,ExtrA,171676,119,4.78,21161,76182,393594,
64,1217395,1.03,141.08,2994,Hard,574811,31,3.22,124016,55859,413917,4
0,3816525,1.03,146.4,2864,7k Another | Quasar,1846313,193,4.51,905,5507,464271,7
0,4028978,1.03,212.01,1655,Ash's Cash Money Insane,1941767,201,4.8,1496,3382,466610,4
64,677982,1.03,177.61,2333,Starry's Hard,286262,271,3.34,105866,57884,411968,4
64,985880,1.03,138.83,3010,HD,460324,188,3,164437,58450,411326,4
64,2056752,1.03,173.93,2468,Hyper,981053,127,3.33,129069,32607,437605,4
0,519068,1.03,96.01,4190,Rumi's MX,203567,87,3.67,25234,71201,398586,7
64,2134964,1.03,126.17,3374,Hard,1018454,130,3.17,58428,31531,438529,4
0,3298591,1.03,91.7,4348,Dream,1615650,110,3.92,2143,15048,454746,
256,769275,1.03,92.67,4348,Bruce's 7K Another,347890,109,4.82,19166,68192,401662,7
64,2446751,1.03,90.7,4348,Normal,1173144,220,2.51,94600,25770,444008,4
0,3508983,1.03,84.66,4697,#Hydria's ADVANCED,1717111,112,3.29,7140,6943,462870,4
0,1458529,1.03,81.26,5057,Insane,688552,201,3.42,19899,49371,420402,
256,2238671,1.03,96.58,4190,inhuman,1069426,293,5.01,11106,30718,439094,4
0,1978372,1.03,66.49,5546,SkyFlame's Extra,905572,208,3.03,16470,28337,441587,
0,2493815,1.03,66.9,5546,DEVOTION,1197228,238,3.8,3012,25423,444447,
64,1674194,1.03,70.13,5637,My Dear Darling...,797169,111,2.98,13959,43021,426798,
64,3300572,1.03,76.36,5425,Normal,1616498,89,2.36,3248,12013,457763,4
0,2467609,1.03,61.68,5221,Insane,1183671,278,3.18,1008,27444,442334,
64,3879155,1.03,64.72,5546,flade's normal,1875975,81,2.37,2018,2632,467149,4
0,115352,1.03,55.42,4107,Insane,35629,168,2.87,81403,103471,366326,
64,311120,1.03,71.81,5637,HD,121542,88,2.86,116070,85096,384796,4
0,77146,1.03,49.58,1943,Insane,20398,86,2.47,18884,110059,359583,
0,1875396,1.03,53.76,1943,Flowers of the Night Sky,897698,155,2.84,68508,39197,430436,
0,2845269,1.03,51.91,1943,Hard,1347368,195,2.57,16285,20837,448985,
0,34651,1.03,46.67,538,Hard,8432,88,2.63,20770,122165,347448,
0,932400,1.03,50.21,1943,thzz's Insane,390668,231,2.71,49127,63945,405946,
64,1253218,1.02,542.55,78,Lunatic,592272,149,5.07,81279,37432,432302,4
0,3940484,1.02,485.85,121,Vindictive Virtuoso,1910399,123,7.66,106,2734,467057,10
64,2295672,1.02,412.93,295,Embrace,1098803,302,4.42,8023,23598,446244,4
0,4001608,1.02,260.71,943,MASTER,1927752,151,5.36,602,2112,467547,6
64,1300647,1.02,387.6,346,Cosmos,616765,302,4.38,27981,51660,418188,4
64,1114066,1.02,328.73,508,Insane,516638,89,4.04,210652,58810,410967,4
0,4021547,1.02,317.54,533,Beyond,1943992,148,5.8,1008,1820,467976,4
64,1911640,1.02,269.22,874,Resistance,899661,87,4.01,65763,36944,432903,4
0,1475968,1.02,181.53,2291,Insane,672440,168,4.5,5427,36617,433213,7
64,3277900,1.02,237.35,1282,Immortal,1564644,127,3.9,5897,11887,457912,4
0,3520304,1.02,233.8,1403,Ocean,1722448,206,5.16,1005,11605,458173,7
0,370882,1.02,194.66,2045,8K Another,141050,143,4.61,3830,81223,388553,8
64,270939,1.02,170.88,2468,4K Accel,102519,73,3.17,182293,87828,381784,4
0,2443973,1.02,60.95,5221,Hard,1166478,42,2.89,58563,27034,442714,4
0,3404648,1.02,143.59,2994,broke,1667401,78,4.3,1572,2278,467598,4
0,3142389,1.02,81.01,5057,Beyond,1536884,133,4.65,11265,17072,452714,
0,539909,1.02,82.74,5057,EXTREME,206750,94,4.4,185033,75754,394022,
256,421064,1.02,105.75,3837,SC,174381,236,4.63,163005,78257,391519,4
0,3782046,1.02,93.44,4348,Yogurtt's Extra,1803693,88,4.11,3535,5938,463866,
0,2358316,1.02,50.62,1943,Rin's Advanced,1125774,151,2.65,20133,25858,443840,4
0,1494828,1.02,65.95,5546,Grace,707032,314,3.53,183933,46821,423026,
0,3010872,1.02,86.75,4697,Hard,1466025,115,3.22,3923,990,468789,4
0,2288729,1.02,55.48,4107,Hard,1026168,162,2.78,37071,28569,441364,4
0,3670695,1.02,65.55,5546,Hard,1785022,203,2.82,4937,8175,461603,4
0,1416839,1.02,58.78,4107,Glory,669826,181,2.92,230049,50748,419134,
0,2413265,1.02,72.51,5637,Fortissimo,1156409,43,4.65,4137,24755,445055,
256,3014108,1.02,93.03,4348,Everlasting Collab,1467805,304,4.41,14897,18800,450976,4
0,2583616,1.02,63.98,5221,Seclusion,1242733,181,3.24,15899,24179,445688,
0,2630704,1.02,64.91,5546,Internal Silence,1265783,259,3.43,8758,20091,449738,
0,2453711,1.02,65.29,5546,Repentance,1176431,185,3.38,3896,19909,449890,
0,173469,1.02,55.57,4107,Insane,57560,227,3.05,13053,90945,378683,
64,1404726,1.02,65.29,5546,Chilly's 4K Normal,650415,230,2.16,96768,44215,425528,4
0,34522,1.02,55.26,4107,Insane,8390,259,2.74,22609,120609,349011,
0,3399493,1.02,62.94,5221,AIR's Extreme,1664358,84,3.1,3247,13036,456813,
0,2927129,1.02,104.33,3983,Expert,1406043,200,4,1951,15708,454076,
0,2270798,1.02,60.93,5221,Collab Expert,1085924,328,3.18,1548,29874,439911,
0,1431202,1.02,56.73,4107,Sweet Revenge,676677,209,2.88,5391,38205,431600,
0,1640466,1.02,62.89,5221,Bittersweet,781033,112,2.99,34335,41517,428319,
0,2278214,1.02,64.49,5221,Deca's Expert,1026283,154,3.27,7110,31205,438588,
64,2153072,1.02,69.73,5637,Lost Butterfly,1029661,260,2.84,10665,33820,435962,
0,2543595,1.02,64.96,5546,Resonance,1222831,227,3.1,25294,23077,446701,
0,733755,1.02,56.42,4107,Extra,331190,46,3.03,207198,66656,403184,
0,1847974,1.02,81.71,5057,Let's Farm!,884056,80,4.26,6984,37524,432962,
0,2891411,1.02,60.76,5221,Kuse's Insane,1401651,235,3.4,3865,20134,449642,
0,131494,1.02,49.62,1943,Pokie,41568,160,2.85,22997,100387,369255,
0,65943,1.02,50.22,1943,Insane,18568,159,2.62,73531,113867,355741,
0,648581,1.02,52.37,1943,Ohayo~!,287453,201,2.7,21042,73247,396529,
0,1901963,1.02,51.35,1943,Zaphkiel,911245,96,2.7,65961,38077,431731,
0,1726474,1.02,45.09,538,P4nde's Insane,819112,77,2.5,1064385,40324,429500,
0,2700059,1.02,33.89,6,Normal,1301767,157,2.22,49244,21151,448703,
64,2548703,1.01,543.14,78,Shooting Star,1225500,143,5.09,46768,18080,451731,4
0,3832168,1.01,399.51,275,SPECTRAL,1863494,260,6.12,1007,1538,468262,4
0,3838917,1.01,166.27,2531,Power,1866317,327,4.64,3341,5203,464582,7
0,1223631,1.01,86.05,4697,OCEAN_SPRAY,539179,221,3.22,13779,31625,438151,6
64,1294969,1.01,180.74,2291,Reba's Hard,613792,244,3.3,69026,52617,417159,4
0,3862974,1.01,70.59,5637,Ham's Hard,1866675,152,3.19,722,4286,465496,7
0,3146612,1.01,95.32,4190,I like you,1539091,186,3.56,5020,11953,457718,4
0,656891,1.01,52.1,1943,4K Hard,291772,88,2.63,124271,64021,405759,4
0,3526940,1.01,209.48,1765,574R L0V3,1725779,313,4.78,448,8723,461056,5
64,3394320,1.01,129.63,3262,"Goodbye,",1662735,316,2.97,8607,12325,457453,4
64,1253569,1.01,126.97,3374,HARD,592476,116,3.06,51289,20147,449645,4
0,4082787,1.01,155.14,2708,Black Another obj. FLeVI,1968445,118,4.34,1008,2254,467522,4
0,3835045,1.01,92.62,4348,Hard,1864702,85,3.48,8563,6905,462872,4
256,3978559,1.01,140.65,2994,Oxalidaceae,1926740,288,5.18,1008,2789,466988,4
0,879186,1.01,96.02,4190,4:18 AM,404360,300,3.84,7801,62367,407420,
256,2300069,1.01,97.59,4190,Greget,1100913,216,4.31,5795,12116,457662,4
256,871129,1.01,98.46,4190,4K Battlespace,400351,301,4.92,49316,60825,408953,4
256,517247,1.01,96.05,4190,Ichi's INFINITE Lv.16,217951,114,4.93,65223,62288,407590,4
0,2556965,1.01,70.98,5637,Unfinished Symphony,1229815,173,3.09,17687,21949,448013,
0,4108342,1.01,76.24,5425,Inspector,1978878,318,3.57,701,1836,467827,
0,3669517,1.01,92.49,4348,Livermorium's Extra,1790780,237,3.36,1003,6498,463285,
0,2025135,1.01,76.69,5425,SPRING CLEANING OF THE MIND,967719,266,3.59,8946,36316,433322,
